NAME,TM,POS,G,⬇M,AJP48,WP48,WP,POP48,PTS,REB,AST
Elton Brand,LAC,4.2,80,3021,0.449,0.309,19.4,6.5,23.1,14.7,3.0
Pau Gasol,MEM,4.5,82,3007,0.289,0.149,9.3,1.5,23.0,11.7,3.6
Shareef Abdur-Rahim,ATL,4.6,77,2980,0.222,0.082,5.1,-0.5,26.4,11.2,3.8
Antonio Davis,TOR,4.2,77,2977,0.234,0.094,5.8,-0.2,17.9,11.9,2.5
Jason Terry,ATL,1.6,78,2967,0.218,0.148,9.2,1.5,24.3,4.4,7.2
Rasheed Wallace,POR,4.1,79,2963,0.239,0.099,6.1,0.0,24.6,10.4,2.5
Alvin Williams,TOR,1.2,82,2927,0.178,0.105,6.4,0.2,15.9,4.6,7.7
Ben Wallace,DET,4.4,80,2921,0.537,0.397,24.2,9.3,10.0,17.1,1.9
Allan Houston,NYK,2.0,77,2914,0.085,0.021,1.3,-2.4,25.8,4.2,3.1
Tracy McGrady,ORL,2.5,76,2912,0.282,0.218,13.2,3.7,32.1,9.8,6.6
Dikembe Mutombo,PHI,5.0,80,2907,0.369,0.229,13.9,4.0,15.2,14.2,1.4
Dirk Nowitzki,DAL,3.9,76,2891,0.341,0.211,12.7,3.5,29.5,12.5,3.1
Reggie Miller,IND,2.0,79,2889,0.241,0.177,10.6,2.4,21.7,3.6,4.2
Clifford Robinson,DET,4.5,80,2853,0.127,-0.013,-0.8,-3.5,19.6,6.5,3.4
Steve Nash,DAL,1.4,82,2838,0.271,0.199,11.8,3.1,24.8,4.3,10.7
Doug Christie,SAC,2.0,81,2798,0.282,0.218,12.7,3.7,16.7,6.4,5.8
Damon Stoudamire,POR,1.0,75,2796,0.185,0.11,6.4,0.3,17.4,5.0,8.4
Wesley Person,CLE,2.5,78,2793,0.225,0.161,9.4,1.9,20.2,5.1,3.0
Kurt Thomas,NYK,4.5,82,2771,0.25,0.11,6.3,0.3,19.8,12.9,1.5
Michael Finley,DAL,2.5,69,2755,0.16,0.096,5.5,-0.1,24.8,6.3,4.0
Darrell Armstrong,ORL,1.0,82,2730,0.28,0.205,11.6,3.3,17.8,5.6,8.0
Jermaine O'Neal,IND,5.0,72,2709,0.227,0.087,4.9,-0.4,24.3,13.4,2.1
Jerry Stackhouse,DET,2.6,76,2685,0.099,0.035,2.0,-2.0,29.1,5.6,7.2
Mike Bibby,SAC,1.2,80,2659,0.168,0.095,5.3,-0.1,19.8,4.0,7.3
Peja Stojakovic,SAC,2.8,71,2649,0.239,0.175,9.6,2.4,27.3,6.8,3.2
Juwan Howard,"DAL, DEN",4.5,81,2635,0.187,0.047,2.6,-1.6,21.6,11.1,3.1
Jason Richardson,GSW,2.2,80,2629,0.103,0.039,2.1,-1.9,21.0,6.2,4.3
Allen Iverson,PHI,2.0,60,2622,0.067,0.002,0.1,-3.0,34.5,4.9,6.1
Sam Cassell,MIL,1.0,74,2604,0.201,0.125,6.8,0.8,26.9,5.8,9.1
Kerry Kittles,BRK,1.9,82,2602,0.239,0.173,9.4,2.3,20.3,5.1,4.0
Rashard Lewis,OKC,3.8,71,2584,0.271,0.15,8.1,1.6,22.2,9.3,2.3
Michael Olowokandi,LAC,5.0,80,2569,0.16,0.02,1.1,-2.5,16.5,13.3,1.7
John Stockton,UTH,1.0,82,2566,0.354,0.278,14.9,5.6,20.6,4.9,12.6
P.J. Brown,NOR,4.1,80,2563,0.385,0.245,13.1,4.5,12.5,14.7,2.0
Matt Harpring,PHI,3.0,81,2540,0.227,0.163,8.6,2.0,18.1,10.8,2.0
Ray Allen,MIL,1.9,69,2525,0.247,0.182,9.6,2.6,28.6,5.9,5.2
Kenyon Martin,BRK,4.0,73,2503,0.155,0.015,0.8,-2.6,20.8,7.4,3.7
Nick Van Exel,"DAL, DEN",1.0,72,2496,0.11,0.034,1.8,-2.0,25.4,4.9,9.2
David Wesley,NOR,2.0,67,2487,0.06,-0.004,-0.2,-3.2,18.4,2.8,4.6
Kenny Thomas,HOU,4.0,72,2484,0.212,0.072,3.7,-0.8,19.6,10.0,2.6
Keith Van Horn,BRK,3.3,81,2466,0.193,0.109,5.6,0.3,23.3,11.9,3.2
Anfernee Hardaway,PHO,2.3,80,2462,0.14,0.076,3.9,-0.7,18.7,6.8,6.3
Alonzo Mourning,MIA,5.0,75,2455,0.294,0.154,7.9,1.7,23.0,12.4,1.7
Raef LaFrentz,"DAL, DEN",4.9,78,2455,0.281,0.141,7.2,1.3,20.5,11.3,1.7
Dale Davis,POR,5.0,78,2447,0.383,0.243,12.4,4.5,14.6,13.5,1.9
Jamaal Tinsley,IND,1.0,80,2442,0.161,0.086,4.4,-0.4,14.8,5.9,12.7
Kenny Anderson,BOS,1.0,76,2430,0.214,0.138,7.0,1.2,14.4,5.4,8.0
Shaquille O'Neal,LAL,5.0,67,2422,0.426,0.286,14.4,5.8,36.1,14.2,4.0
Desmond Mason,OKC,3.0,75,2420,0.157,0.093,4.7,-0.2,18.5,7.0,2.1
Vlade Divac,SAC,5.0,80,2420,0.33,0.19,9.6,2.8,17.6,13.3,5.9
Pat Garrity,ORL,4.0,80,2406,0.175,0.035,1.7,-2.0,17.6,6.7,2.0
Vince Carter,TOR,3.0,60,2385,0.151,0.087,4.3,-0.4,29.9,6.3,4.8
Mark Jackson,NYK,1.0,82,2367,0.307,0.231,11.4,4.1,13.9,6.3,12.3
Chauncey Billups,MIN,1.0,82,2356,0.232,0.156,7.7,1.8,20.9,4.6,9.2
Bonzi Wells,POR,2.0,74,2347,0.184,0.12,5.9,0.6,25.7,9.1,4.2
Glenn Robinson,MIL,3.0,66,2346,0.142,0.078,3.8,-0.7,27.9,8.3,3.4
Steve Francis,HOU,1.4,57,2343,0.158,0.087,4.3,-0.4,25.3,8.2,7.4
Lamond Murray,CLE,3.0,71,2312,0.14,0.073,3.5,-0.8,24.4,7.7,3.3
David Robinson,SAS,5.0,78,2303,0.408,0.268,12.9,5.3,19.8,13.5,2.0
Rod Strickland,MIA,1.0,76,2294,0.223,0.147,7.0,1.5,16.6,4.9,9.7
Rick Fox,LAL,3.1,82,2289,0.197,0.126,6.0,0.8,13.5,8.2,5.9
Chucky Atkins,DET,1.0,79,2284,0.161,0.085,4.1,-0.4,20.1,3.3,5.5
Tony Parker,SAS,1.0,77,2267,0.148,0.072,3.4,-0.8,14.9,4.2,7.1
Brad Miller,"CHI, IND",4.7,76,2263,0.366,0.226,10.7,4.0,21.9,13.2,3.2
Brian Grant,MIA,4.2,72,2256,0.258,0.118,5.5,0.6,14.3,12.2,2.9
Moochie Norris,HOU,1.0,82,2250,0.154,0.079,3.7,-0.6,14.2,5.2,8.6
James Posey,DEN,3.1,73,2238,0.166,0.097,4.5,-0.1,16.8,9.2,3.9
Trenton Hassell,CHI,2.5,78,2237,0.122,0.058,2.7,-1.3,14.6,5.5,3.7
Jason Williams,MEM,1.3,65,2236,0.09,0.018,0.8,-2.5,20.6,4.2,11.1
Darius Miles,LAC,3.0,82,2228,0.221,0.157,7.3,1.8,16.8,9.8,4.0
Eric Snow,PHI,1.1,61,2225,0.208,0.133,6.2,1.1,15.9,4.6,8.6
Rasho Nesterovic,MIN,5.0,82,2218,0.234,0.094,4.3,-0.2,14.9,11.6,1.6
Danny Fortson,GSW,4.0,77,2216,0.299,0.159,7.4,1.9,18.7,19.5,2.8
Steve Smith,SAS,2.6,77,2212,0.19,0.126,5.8,0.8,19.4,4.2,3.3
Horace Grant,ORL,4.9,76,2210,0.318,0.178,8.2,2.5,13.2,10.4,2.3
Richard Hamilton,WAS,3.0,63,2203,0.057,-0.007,-0.3,-3.3,27.5,4.7,3.7
Keon Clark,TOR,4.5,81,2185,0.261,0.121,5.5,0.7,20.1,13.2,1.9
Chris Whitney,WAS,1.0,82,2175,0.211,0.135,6.1,1.1,18.4,3.4,6.9
Antonio Daniels,SAS,1.9,82,2175,0.19,0.124,5.6,0.8,16.6,3.9,5.0
Nazr Mohammed,ATL,5.0,82,2168,0.228,0.088,4.0,-0.3,17.6,14.4,0.7
Elden Campbell,NOR,5.0,77,2155,0.273,0.133,6.0,1.1,23.9,11.8,2.3
Quentin Richardson,LAC,2.0,81,2152,0.191,0.127,5.7,0.9,24.0,7.4,2.9
Andrei Kirilenko,UTH,3.2,82,2151,0.334,0.253,11.3,4.8,19.6,9.0,2.1
Jumaine Jones,CLE,4.0,81,2142,0.219,0.079,3.5,-0.6,15.0,11.0,2.6
Robert Horry,LAL,4.0,81,2140,0.348,0.208,9.3,3.4,12.3,10.7,5.2
Mike Miller,ORL,2.5,63,2123,0.163,0.099,4.4,0.0,21.6,6.2,4.5
Michael Jordan,WAS,2.2,60,2092,0.05,-0.014,-0.6,-3.5,31.5,7.8,7.1
Derrick Coleman,PHI,4.3,58,2080,0.256,0.116,5.0,0.5,20.2,11.7,2.3
Chris Webber,SAC,4.0,54,2071,0.313,0.173,7.5,2.3,30.6,12.7,6.0
Anthony Peeler,MIN,1.9,82,2060,0.144,0.079,3.4,-0.6,17.2,4.8,4.1
Larry Hughes,GSW,1.9,73,2050,0.134,0.068,2.9,-1.0,21.0,5.7,7.4
Bryon Russell,UTH,2.3,66,1998,0.107,0.043,1.8,-1.7,15.3,7.1,3.3
Scottie Pippen,POR,3.2,62,1996,0.22,0.137,5.7,1.2,15.8,7.7,8.7
Morris Peterson,TOR,2.0,63,1989,0.165,0.1,4.2,0.0,21.3,5.4,3.7
Tim Thomas,MIL,3.7,74,1987,0.093,-0.021,-0.9,-3.7,21.0,7.2,2.5
Jon Barry,DET,2.0,82,1986,0.328,0.264,10.9,5.1,17.9,5.7,6.6
Derek Fisher,LAL,1.0,70,1974,0.185,0.11,4.5,0.3,19.1,3.6,4.4
Hedo Turkoglu,SAC,3.4,80,1970,0.183,0.091,3.7,-0.3,19.7,8.8,4.0
Marcus Fizer,CHI,4.0,76,1963,0.092,-0.048,-2.0,-4.6,22.9,10.4,2.9
Ricky Davis,CLE,2.2,82,1954,0.114,0.049,2.0,-1.5,23.6,6.0,4.4
Bo Outlaw,"ORL, PHO",4.0,83,1928,0.303,0.163,6.5,2.0,9.4,9.1,3.2
Joe Smith,MIN,4.5,72,1921,0.273,0.133,5.3,1.1,19.2,11.3,2.0
Popeye Jones,WAS,4.0,79,1919,0.31,0.17,6.8,2.2,13.9,14.5,3.2
Richard Jefferson,BRK,3.0,79,1917,0.184,0.12,4.8,0.7,18.6,7.3,3.5
Joe Johnson,"BOS, PHO",2.5,77,1916,0.181,0.117,4.7,0.6,14.6,6.4,4.5
Kelvin Cato,HOU,5.0,75,1915,0.362,0.222,8.9,3.8,12.4,13.2,0.7
Michael Curry,DET,2.5,82,1912,0.121,0.057,2.3,-1.3,8.3,4.2,3.2
Lee Nailon,NOR,3.5,79,1911,0.132,0.033,1.3,-2.1,21.4,7.3,2.4
Eddie Griffin,HOU,4.4,73,1895,0.188,0.048,1.9,-1.6,16.3,10.5,1.3
Scot Pollard,SAC,4.8,80,1881,0.408,0.268,10.5,5.3,13.0,14.4,1.4
Rodney Rogers,"BOS, PHO",3.5,77,1880,0.224,0.122,4.8,0.7,23.4,8.9,2.9
Grant Long,MEM,3.2,66,1868,0.101,0.025,1.0,-2.3,10.7,5.9,3.5
Derek Anderson,POR,2.5,70,1860,0.19,0.126,4.9,0.8,19.5,4.9,5.6
Jacque Vaughn,ATL,1.0,82,1856,0.189,0.114,4.4,0.5,14.0,4.3,9.0
Troy Hudson,ORL,1.4,81,1854,0.077,0.006,0.2,-2.9,24.6,3.8,6.6
Jim Jackson,MIA,2.5,55,1825,0.17,0.105,4.0,0.2,15.5,7.6,3.7
Tony Battie,BOS,5.0,74,1819,0.369,0.229,8.7,4.1,13.5,12.7,0.9
George McCloud,DEN,2.5,69,1818,0.07,0.006,0.2,-2.9,15.9,6.6,5.4
Stromile Swift,MEM,4.5,68,1804,0.245,0.105,4.0,0.2,21.4,11.4,1.3
Jeff Foster,IND,4.1,82,1787,0.322,0.182,6.8,2.6,12.5,14.9,1.9
Bob Sura,GSW,1.0,78,1779,0.223,0.147,5.5,1.5,21.0,6.9,7.4
Rodney Buford,MEM,2.0,63,1769,0.079,0.015,0.6,-2.6,16.0,7.4,1.9
Ruben Patterson,POR,2.9,75,1765,0.271,0.207,7.6,3.4,22.8,8.1,2.9
Devean George,LAL,3.0,82,1759,0.206,0.142,5.2,1.3,15.9,8.3,3.0
Bobby Jackson,SAC,1.0,81,1750,0.192,0.116,4.2,0.5,24.6,6.9,4.5
Donyell Marshall,UTH,3.0,58,1750,0.299,0.235,8.6,4.2,23.6,12.2,2.8
Travis Best,"CHI, IND",1.0,74,1747,0.176,0.101,3.7,0.1,16.0,4.1,8.9
Eric Williams,BOS,2.7,74,1747,0.136,0.072,2.6,-0.8,13.0,6.1,3.0
Erick Dampier,GSW,5.0,73,1740,0.152,0.012,0.4,-2.7,15.3,10.7,2.4
DerMarr Johnson,ATL,2.7,72,1727,0.129,0.065,2.3,-1.1,16.7,6.9,2.3
Clarence Weatherspoon,NYK,4.0,56,1727,0.286,0.146,5.3,1.5,13.7,12.8,1.7
Malik Rose,SAS,4.0,82,1725,0.246,0.107,3.8,0.2,21.5,13.7,1.7
Kevin Ollie,"CHI, IND",1.0,81,1721,0.193,0.117,4.2,0.6,12.9,5.1,8.1
Eric Piatkowski,LAC,2.0,71,1718,0.219,0.155,5.5,1.7,17.5,5.1,3.1
Ron Mercer,"CHI, IND",2.5,53,1715,-0.045,-0.109,-3.9,-6.5,20.6,5.0,3.6
Vin Baker,OKC,4.5,55,1710,0.128,-0.012,-0.4,-3.5,21.7,9.8,2.0
Corliss Williamson,DET,3.3,78,1702,0.175,0.085,3.0,-0.4,30.0,9.0,2.7
Bruce Bowen,SAS,3.0,59,1700,0.129,0.065,2.3,-1.1,11.6,4.6,2.5
Ryan Bowen,DEN,4.0,75,1686,0.276,0.136,4.8,1.2,10.4,8.5,1.5
LaPhonso Ellis,MIA,3.6,66,1684,0.154,0.044,1.5,-1.7,13.4,8.2,1.6
Voshon Lenard,DEN,2.0,71,1665,0.074,0.01,0.3,-2.8,23.4,5.3,3.7
Ervin Johnson,MIL,5.0,81,1659,0.283,0.143,4.9,1.4,6.0,13.5,0.8
Chris Mihm,CLE,4.5,74,1659,0.079,-0.061,-2.1,-5.0,16.5,11.3,0.7
Samaki Walker,LAL,4.0,69,1655,0.359,0.219,7.6,3.7,13.3,14.0,1.9
Jonathan Bender,IND,3.0,78,1647,0.133,0.068,2.3,-1.0,16.9,7.1,1.8
Erick Strickland,BOS,1.7,79,1643,0.185,0.118,4.0,0.6,17.7,6.2,5.4
Ron Artest,"CHI, IND",3.0,55,1641,0.171,0.107,3.7,0.3,21.3,7.9,3.7
Jerome Williams,TOR,3.3,68,1641,0.344,0.259,8.9,5.0,15.2,11.3,2.2
Calbert Cheaney,DEN,2.5,68,1632,0.127,0.062,2.1,-1.1,14.5,7.1,3.2
Lindsey Hunter,LAL,1.0,82,1616,0.104,0.028,0.9,-2.2,14.0,3.6,3.8
Corey Maggette,LAC,3.5,63,1615,0.147,0.045,1.5,-1.7,21.3,6.9,3.3
Jamal Mashburn,NOR,3.0,40,1601,0.109,0.045,1.5,-1.7,25.7,7.3,5.1
Tim Hardaway,"DAL, DEN",1.0,68,1601,0.092,0.017,0.6,-2.6,19.5,3.7,8.3
Shandon Anderson,NYK,3.1,82,1596,0.129,0.056,1.9,-1.3,12.4,7.5,2.3
Jake Tsakalidis,PHO,5.0,67,1582,0.219,0.079,2.6,-0.6,14.9,11.3,0.7
Chris Childs,TOR,1.0,69,1576,0.141,0.065,2.1,-1.0,8.7,4.7,10.7
Othella Harrington,NYK,4.6,77,1564,0.202,0.062,2.0,-1.1,18.3,10.7,1.1
Lucious Harris,BRK,2.1,74,1552,0.231,0.167,5.4,2.1,20.9,6.4,3.6
Jamaal Magloire,NOR,5.0,82,1549,0.36,0.22,7.1,3.7,21.7,14.3,1.0
Aaron Williams,BRK,4.5,82,1547,0.28,0.141,4.5,1.3,18.4,10.5,2.4
Speedy Claxton,PHI,1.0,67,1528,0.155,0.079,2.5,-0.6,15.1,5.0,6.2
Greg Anthony,"CHI, MIL",1.0,60,1514,0.121,0.046,1.4,-1.7,15.0,4.2,8.9
Todd MacCulloch,BRK,5.0,62,1502,0.352,0.212,6.6,3.5,19.3,12.1,2.5
Tyrone Nesby,WAS,3.3,70,1494,0.232,0.143,4.5,1.4,14.2,10.2,2.9
Toni Kukoc,ATL,3.0,59,1494,0.164,0.1,3.1,0.0,18.8,7.0,6.7
Adonal Foyle,GSW,5.0,79,1485,0.25,0.11,3.4,0.4,12.3,12.4,1.3
Aaron McKie,PHI,2.9,48,1470,0.223,0.158,4.9,1.8,19.2,6.3,5.8
Tyronn Lue,WAS,1.0,71,1459,0.121,0.046,1.4,-1.7,18.3,4.0,8.1
Troy Murphy,GSW,4.4,82,1448,0.114,-0.026,-0.8,-3.9,15.9,10.7,2.3
Tony Delk,"BOS, PHO",1.0,63,1447,0.135,0.059,1.8,-1.2,19.8,6.7,4.4
Christian Laettner,WAS,4.5,57,1441,0.26,0.12,3.6,0.6,13.5,10.0,5.0
Jarron Collins,UTH,5.0,70,1441,0.196,0.056,1.7,-1.3,15.0,9.9,1.9
Corie Blount,PHI,4.0,72,1427,0.298,0.158,4.7,1.8,8.7,12.4,1.5
Michael Redd,MIL,2.0,67,1417,0.249,0.185,5.5,2.7,26.0,7.6,3.1
Kendall Gill,MIA,2.5,65,1410,0.067,0.003,0.1,-3.0,12.7,6.3,3.4
Fred Hoiberg,CHI,2.0,79,1409,0.244,0.179,5.3,2.5,11.8,7.2,4.6
Jason Collins,BRK,5.0,77,1406,0.25,0.11,3.2,0.3,11.9,10.3,2.8
Tyson Chandler,CHI,5.0,71,1389,0.247,0.107,3.1,0.2,15.1,11.9,1.9
Adrian Griffin,DAL,2.5,58,1383,0.264,0.2,5.8,3.2,14.4,7.9,3.7
Charles Oakley,CHI,4.0,57,1383,0.146,0.006,0.2,-2.9,7.5,11.9,4.0
Hakeem Olajuwon,TOR,5.0,61,1378,0.268,0.128,3.7,0.9,15.2,12.7,2.3
Hanno Mottola,ATL,4.0,82,1371,0.088,-0.052,-1.5,-4.7,13.9,9.4,1.8
Eduardo Najera,DAL,4.5,62,1357,0.334,0.194,5.5,3.0,14.1,12.1,1.3
Avery Johnson,"DAL, DEN",1.0,68,1352,0.187,0.111,3.1,0.4,19.0,2.4,10.2
Jahidi White,WAS,4.6,71,1346,0.372,0.232,6.5,4.1,13.7,15.8,0.6
Vitaly Potapenko,BOS,5.0,79,1343,0.274,0.134,3.8,1.1,13.0,12.4,1.1
Zydrunas Ilgauskas,CLE,5.0,62,1329,0.147,0.007,0.2,-2.9,24.9,12.1,2.5
Courtney Alexander,WAS,2.0,56,1325,0.118,0.053,1.5,-1.4,19.9,5.4,3.1
Stacey Augmon,NOR,2.0,77,1320,0.2,0.135,3.7,1.1,13.0,8.2,3.7
Al Harrington,IND,4.0,44,1313,0.173,0.033,0.9,-2.0,21.1,10.1,2.0
Scott Padgett,UTH,4.0,75,1295,0.276,0.136,3.7,1.1,18.5,10.6,3.0
Terry Porter,SAS,1.0,72,1294,0.244,0.168,4.5,2.2,14.8,6.1,7.6
Austin Croshere,IND,3.7,76,1286,0.213,0.098,2.6,0.0,19.3,11.0,2.9
Monty Williams,ORL,3.3,68,1284,0.243,0.156,4.2,1.8,18.1,8.8,3.6
Ira Newble,ATL,2.5,42,1273,0.233,0.169,4.5,2.2,12.7,8.4,1.7
Brendan Haywood,WAS,5.0,62,1266,0.339,0.199,5.3,3.1,11.9,12.2,1.1
Lorenzen Wright,MEM,5.0,43,1252,0.202,0.062,1.6,-1.1,19.8,15.5,1.7
Tony Massenburg,MEM,4.1,73,1241,0.173,0.033,0.9,-2.1,15.6,12.5,1.0
Chris Mills,GSW,3.0,66,1237,0.123,0.058,1.5,-1.3,19.0,7.4,2.8
Shawn Kemp,POR,4.5,75,1233,0.138,-0.002,-0.1,-3.1,17.7,11.2,2.0
Hubert Davis,WAS,1.7,51,1231,0.145,0.078,2.0,-0.6,14.2,3.0,4.2
Eddie House,MIA,1.6,64,1230,0.045,-0.024,-0.6,-3.8,20.1,4.3,4.8
Vladimir Radmanovic,OKC,3.5,61,1230,0.201,0.099,2.5,0.0,15.9,9.0,3.2
Darvin Ham,MIL,2.8,70,1208,0.179,0.115,2.9,0.5,12.0,8.0,2.9
Dan Majerle,PHO,2.0,65,1180,0.199,0.135,3.3,1.1,12.2,7.2,3.7
Zeljko Rebraca,DET,5.0,74,1179,0.243,0.103,2.5,0.1,20.9,11.8,1.5
Predrag Drobnjak,OKC,5.0,64,1174,0.137,-0.003,-0.1,-3.2,17.9,9.0,2.1
Dion Glover,ATL,2.0,55,1156,0.089,0.025,0.6,-2.3,20.4,7.0,3.5
Gilbert Arenas,GSW,1.0,47,1155,0.216,0.141,3.4,1.3,21.2,5.5,7.2
Brevin Knight,MEM,1.0,53,1151,0.152,0.076,1.8,-0.7,15.5,4.5,12.6
Eddy Curry,CHI,5.0,72,1150,0.194,0.054,1.3,-1.4,20.2,11.4,1.0
Charles Smith,SAS,2.0,60,1141,0.129,0.065,1.5,-1.1,18.6,5.6,3.4
Gary Trent,MIN,3.0,64,1140,0.228,0.163,3.9,2.0,20.1,11.4,2.5
DeShawn Stevenson,UTH,2.0,67,1134,0.028,-0.036,-0.9,-4.2,13.8,5.5,4.9
Tom Gugliotta,PHO,4.9,44,1129,0.164,0.024,0.6,-2.3,12.1,9.4,3.3
Joel Przybilla,MIL,5.0,71,1127,0.275,0.135,3.2,1.1,8.1,12.1,0.9
Walt Williams,HOU,3.0,48,1117,0.125,0.061,1.4,-1.2,19.3,7.0,3.0
Terence Morris,HOU,3.4,68,1110,0.149,0.053,1.2,-1.4,11.0,9.1,2.8
Brian Skinner,CLE,4.5,65,1107,0.299,0.159,3.7,1.9,9.7,12.2,0.7
Greg Ostertag,UTH,5.0,74,1107,0.318,0.178,4.1,2.5,10.6,13.6,2.2
Damon Jones,DET,1.0,67,1084,0.15,0.074,1.7,-0.8,15.1,4.6,6.2
Oscar Torres,HOU,3.0,65,1075,0.094,0.03,0.7,-2.2,17.4,5.4,1.8
Charlie Ward,NYK,1.1,63,1058,0.224,0.149,3.3,1.6,14.8,5.8,9.2
Anthony Carter,MIA,1.0,46,1050,0.122,0.046,1.0,-1.6,9.1,5.3,9.8
Marcus Camby,NYK,5.0,29,1007,0.321,0.181,3.8,2.5,15.3,15.3,1.6
Lamar Odom,LAC,3.6,29,999,0.12,0.013,0.3,-2.7,18.2,8.5,8.2
Art Long,OKC,4.5,63,989,0.19,0.05,1.0,-1.5,13.8,12.2,2.0
Earl Watson,OKC,1.0,64,964,0.19,0.114,2.3,0.5,11.5,4.1,6.2
Terrell Brandon,MIN,1.0,32,962,0.289,0.213,4.3,3.6,19.8,4.6,13.2
Jerome James,OKC,5.0,56,949,0.183,0.043,0.8,-1.7,15.1,11.7,1.2
John Starks,UTH,1.5,66,929,-0.06,-0.13,-2.5,-7.1,15.0,3.5,3.6
Patrick Ewing,ORL,5.0,65,901,0.173,0.033,0.6,-2.1,20.8,14.0,1.9
Jake Voskuhl,PHO,5.0,59,900,0.32,0.18,3.4,2.5,15.8,13.3,1.0
George Lynch,NOR,3.0,45,892,0.198,0.134,2.5,1.1,9.3,10.0,2.9
Raja Bell,PHI,2.0,74,890,0.094,0.03,0.6,-2.1,13.7,6.0,3.8
Dell Curry,TOR,2.0,56,886,0.085,0.021,0.4,-2.4,19.5,4.4,3.3
Greg Buckner,DAL,2.1,44,885,0.267,0.202,3.7,3.2,13.7,9.4,2.6
Vladimir Stepania,MIA,5.0,67,884,0.3,0.16,2.9,1.9,15.5,14.7,0.9
Will Solomon,MEM,1.0,62,881,-0.04,-0.116,-2.1,-6.7,17.5,3.7,5.0
Kevin Willis,HOU,5.0,52,866,0.287,0.147,2.7,1.5,17.5,16.6,0.8
Zendon Hamilton,DEN,5.0,54,848,0.224,0.084,1.5,-0.5,18.3,14.3,0.8
Donnell Harvey,"DAL, DEN",3.8,47,841,0.281,0.156,2.7,1.8,15.4,13.0,2.1
Kwame Brown,WAS,5.0,57,818,0.152,0.012,0.2,-2.7,15.1,11.6,2.5
Tyrone Hill,CLE,4.5,26,810,0.209,0.069,1.2,-0.9,12.4,16.2,1.4
Chris Gatling,MIA,4.0,54,809,0.169,0.029,0.5,-2.2,20.5,12.2,1.5
John Crotty,UTH,1.0,41,802,0.208,0.132,2.2,1.0,17.0,4.5,8.4
Danny Ferry,SAS,3.0,50,797,0.218,0.154,2.6,1.7,13.8,5.4,2.9
Milt Palacio,"BOS, PHO",1.3,69,790,0.105,0.033,0.5,-2.1,14.0,4.4,5.0
Derrick McKey,PHI,4.0,41,784,0.245,0.105,1.7,0.2,7.3,7.8,2.8
Steve Kerr,POR,1.0,65,775,0.155,0.08,1.3,-0.6,16.7,3.7,3.9
Emanual Davis,ATL,1.0,28,774,0.04,-0.035,-0.6,-4.2,11.5,4.6,4.2
Bryce Drew,NOR,1.0,61,774,0.218,0.142,2.3,1.3,13.0,4.5,6.3
Earl Boykins,LAC,1.0,68,761,0.106,0.031,0.5,-2.1,17.7,3.4,9.1
Shawn Bradley,DAL,5.0,53,757,0.305,0.165,2.6,2.0,13.6,11.2,1.3
Scott Williams,DEN,4.5,41,736,0.185,0.045,0.7,-1.7,13.2,13.6,0.8
